ID;County;Site_Name;Easting;Northing;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
00511;Kildare;Monasterevin (Ballykelly BHA);264206;212053;IE_SE_G_0153_1400_0009;11/02/98;7.3;nd;nd;nd;200;-0.010;nd;26.48;-0.005;nd;nd;24;nd;52;8.6;1.7;28.33;121.0;41;10;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00512;Laois;Durrow PWS (Fermoyle WS);242810;179106;IE_SE_G_0156_1600_0005;11/02/98;7.5;10.60;nd;nd;194;-0.010;nd;52.16;0.008;nd;nd;22;nd;27;11.5;3.8;18.70;128.8;13;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00513;Laois;Durrow PWS (Presentation Convent Well);240242;177519;IE_SE_G_0156_1600_0006;11/02/98;7.6;10.60;nd;nd;188;-0.010;nd;43.57;0.006;nd;nd;18;nd;15;9.6;2.9;13.30;123.8;136;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00514;Galway;Ballygar;176526;252951;IE_SH_G_0028_1200_0002;11/02/98;6.9;9.60;nd;nd;205;-0.008;0.002;13.74;0.010;nd;nd;22;nd;11;7.0;2.3;nd;nd;660;4;nd;100;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00515;Galway;Kilkerrin Moylough;164333;253943;IE_SH_G_0225_1200_0012;11/02/98;7.2;9.40;nd;nd;210;-0.008;0.002;8.92;0.020;nd;nd;19;nd;6;6.0;2.0;nd;nd;190;15;nd;90;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00516;Galway;Mountbellew;166095;244819;IE_SH_G_0225_1200_0017;11/02/98;7.0;9.70;nd;nd;210;-0.008;0.002;12.41;0.015;nd;nd;20;nd;7;60.0;1.6;nd;nd;20;3;nd;80;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00517;Galway;Kinvara;137500;208800;IE_WE_G_0002_1200_0014;11/02/98;7.7;8.50;nd;nd;101;-0.008;0.002;6.42;0.010;nd;nd;23;nd;7;80.0;1.7;nd;nd;110;20;nd;80;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00518;Galway;Kilchreest ;156500;214500;IE_WE_G_0093_1200_0011;11/02/98;7.1;11.50;nd;nd;181;-0.008;0.002;10.08;0.011;nd;nd;22;nd;7;70.0;1.3;nd;nd;8;1;nd;60;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00519;Galway;New Inn No.1;167300;228000;IE_WE_G_0100_1200_0018;11/02/98;7.4;7.10;nd;nd;188;-0.008;0.002;18.56;0.040;nd;nd;22;nd;22;8.0;2.5;nd;nd;225;20;nd;90;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00520;Wicklow;Blessington;297400;214200;27_002;12/02/98;7.6;nd;nd;nd;161;-0.010;nd;26.88;0.014;nd;nd;195;nd;14;139.6;1.0;5.80;95.3;7;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00521;Laois;Swan WS;256387;182428;IE_SE_G_0104_1600_0013;12/02/98;7.8;11.60;nd;nd;142;0.102;nd;-0.04*;0.011;nd;nd;10;nd;32;25.5;3.9;27.00;47.4;216;141;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00522;Kildare;Curragh Camp  Hare Park;276982;211587;IE_SE_G_0133_1400_0005;12/02/98;7.3;nd;nd;nd;206;-0.010;nd;19.04;0.010;nd;nd;33;nd;28;23.3;2.1;13.60;136.3;12;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00523;Kildare;Curragh Camp  McDonagh Well;278829;211660;IE_SE_G_0133_1400_0006;12/02/98;7.8;nd;nd;nd;195;-0.010;nd;20.37;0.012;nd;nd;11;nd;19;8.2;0.5;15.90;121.2;2;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00524;Laois;Portlaoise WS (Meelick BH);247899;197078;IE_SE_G_0170_1600_0012;12/02/98;7.4;11.10;nd;nd;200;-0.010;nd;19.44;0.014;nd;nd;16;nd;48;10.0;3.0;16.50;134.4;5;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00525;Monaghan;Tydavnet (PWA);257300;340440;IE_NB_G_0014_2400_0010;11/08/98;7.6;nd;nd;nd;95;0.020;0.001;1.43;0.030;nd;nd;13;1.4;nd;58.1;3.5;28.90;56.6;90;10;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00526;Cavan;Bawnboy ;220819;318047;IE_NW_G_0031_0200_0002;17/08/98;7.5;nd;nd;nd;75;0.010;0.004;1.82;0.030;7.6;nd;8;0.1;5;6.2;1.3;9.80;56.4;230;-20;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00527;Meath;Killmessan (Swainstown);289100;257280;IE_EA_G_0002_2300_0006;19/08/98;7.6;nd;nd;nd;171;0.080;0.002;3.01;0.020;1.9;nd;26;0.6;52;17.2;1.3;25.60;96.8;-50;-20;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00528;Meath;Curragha PW1;303340;255730;IE_EA_G_0014_2300_0001;19/08/98;7.2;nd;nd;nd;155;0.030;0.006;0.04;0.020;1.8;nd;18;0.2;52;9.7;1.4;11.20;166.4;1830;520;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00529;Louth;Sheepgrange;301905;275487;IE_EA_G_0010_2100_0008;07/09/98;7.0;nd;nd;nd;98;0.010;0.001;34.36;0.040;0.7;nd;37;0.1;9;15.3;0.9;13.20;67.0;-50;-20;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00530;Louth;Tullyallen;302515;277876;IE_EA_G_0010_2100_0009;07/09/98;7.4;nd;nd;nd;94;0.010;0.002;62.43;0.010;1.4;nd;44;0.1;18;18.2;1.0;24.10;70.3;-50;-20;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00531;Louth;Ballymakenny;309118;277108;IE_EA_G_0025_2100_0002;07/09/98;7.4;nd;nd;nd;135;0.010;0.001;3.85;0.080;0.6;nd;21;0.1;6;15.9;1.1;9.20;71.1;-50;20;nd;nd;nd;nd;nd;nd;nd;-0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00532;Kerry;Kerry Spring Water;36400;104400;IE_SH_G_0044_1300_0008;07/09/98;6.9;nd;nd;nd;132;-0.005;-0.005;12.70;0.016;nd;nd;45;nd;11;25.7;2.2;11.00;76.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00533;Kerry;Lixnaw  Ballybunnion;90567;126713;08_010;08/09/98;7.2;nd;nd;nd;178;0.009;-0.005;45.00;-0.005;nd;nd;44;nd;15;22.4;3.3;8.50;93.4;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00534;Wicklow;Blessington;297400;214200;27_002;08/09/98;7.3;nd;nd;nd;151;-0.010;nd;31.17;0.015;nd;nd;19;nd;11;14.4;0.7;6.60;105.6;-10;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00535;Kildare;Curragh Camp  McDonagh Well;278829;211660;IE_SE_G_0133_1400_0006;08/09/98;7.7;nd;nd;nd;210;-0.010;nd;23.11;0.013;nd;nd;11;nd;19;9.1;1.0;16.00;117.5;-10;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00536;Kerry;Ballyheigue;76765;126492;IE_SH_G_0008_1300_0001;08/09/98;7.1;nd;nd;nd;213;-0.005;0.011;35.80;0.005;nd;nd;94;nd;28;50.4;4.7;16.50;115.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00537;Limerick;Caherconlish;168409;150500;IE_SH_G_0036_3600_0004;08/09/98;7.4;nd;nd;nd;196;-0.005;-0.005;13.30;0.009;nd;nd;25;nd;15;16.0;2.1;22.80;72.7;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00538;Limerick;Ballyagran ;147010;128080;IE_SH_G_0046_3600_0001;08/09/98;7.4;nd;nd;nd;192;-0.005;-0.005;11.30;0.027;nd;nd;24;nd;10;14.3;3.9;22.00;97.7;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00539;Limerick;MartinstownBallinverena WS;170135;126474;IE_SH_G_0055_3600_0017;08/09/98;7.2;nd;nd;nd;100;-0.005;-0.005;4.21;-0.005;nd;nd;14;nd;5;8.2;0.6;5.70;60.7;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00540;Limerick;Pallasgreen;176753;144556;IE_SH_G_0129_3600_0020;08/09/98;7.5;nd;nd;nd;181;-0.005;-0.005;13.60;0.011;nd;nd;21;nd;15;14.7;2.8;27.90;49.4;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00541;Limerick;Doon ;181429;150645;IE_SH_G_0213_3600_0008;08/09/98;7.6;nd;nd;nd;132;0.005;-0.005;23.30;0.005;nd;nd;22;nd;11;10.9;1.3;12.60;80.2;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00542;Limerick;Murroe ;172612;156375;IE_SH_G_0213_3600_0019;08/09/98;7.3;nd;nd;nd;156;-0.005;-0.005;19.50;0.008;nd;nd;21;nd;11;12.1;2.0;5.54;106.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00543;Cork;Ballinatona (Spring1);128306;112340;IE_SW_G_0070_0500_0002;08/09/98;7.4;nd;nd;nd;149;-0.005;-0.005;2.06;0.008;nd;nd;16;nd;7;12.6;0.9;7.39;84.9;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00544;Cork;Charleville WS (BH 3);153061;114603;IE_SW_G_0082_0500_0008;08/09/98;7.2;nd;nd;nd;113;-0.005;-0.005;14.90;0.035;nd;nd;20;nd;6;11.6;3.8;9.64;67.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00545;Limerick;Clouncagh (Rathkeale);137080;134480;13_006;09/09/98;7.4;nd;nd;nd;153;0.016;-0.005;18.30;-0.005;nd;nd;28;nd;14;15.3;1.4;9.85;108.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00546;Laois;Mountmellick WS (Derrygile);245146;205809;IE_SE_G_0107_1600_0009;09/09/98;7.6;11.40;nd;nd;192;0.126;nd;22.23;0.009;nd;nd;17;nd;25;16.2;1.7;17.40;113.8;24;2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00547;Kildare;Curragh Camp  Hare Park;276982;211587;IE_SE_G_0133_1400_0005;09/09/98;7.2;nd;nd;nd;198;-0.010;nd;25.20;0.022;nd;nd;27;nd;29;22.6;2.2;12.70;133.0;37;7;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00548;Kildare;Monasterevin (Ballykelly BHA);264206;212053;IE_SE_G_0153_1400_0009;09/09/98;7.2;nd;nd;nd;208;-0.010;nd;37.37;0.009;nd;nd;21;nd;62;10.4;2.3;31.30;130.1;14;17;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00549;Limerick;Glin;113117;146508;IE_SH_G_0030_3600_0011;09/09/98;7.5;nd;nd;nd;101;0.345;0.029;0.20;-0.005;nd;nd;32;nd;12;51.8;1.5;13.30;35.5;-120;190;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00550;Offaly;Banagher BH;202841;214032;IE_SH_G_0040_2500_0001;09/09/98;7.2;11.20;nd;nd;207;-0.010;nd;18.73;0.011;nd;nd;18;nd;24;11.7;1.2;11.40;141.1;51;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00551;Limerick;Croom;150770;141209;IE_SH_G_0084_3600_0007;09/09/98;7.3;nd;nd;nd;185;-0.005;-0.005;21.30;-0.005;nd;nd;31;nd;22;14.7;2.5;34.80;106.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00552;Limerick;Fedamore;159312;144515;IE_SH_G_0084_3600_0010;09/09/98;7.1;nd;nd;nd;229;0.010;-0.005;21.50;-0.005;nd;nd;31;nd;18;13.8;2.5;23.80;117.0;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00553;Limerick;Dromcolligher (Tobergall/SWRWSS);131550;127780;IE_SH_G_0190_3600_0009;09/09/98;7.4;nd;nd;nd;153;0.099;-0.005;3.37;-0.005;nd;nd;20;nd;10;13.0;0.9;26.00;57.1;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00554;Cork;Millstreet PWS (Finnow Spring);126029;90948;IE_SW_G_0070_0500_0021;09/09/98;7.8;nd;nd;nd;73;-0.005;-0.005;4.85;-0.005;nd;nd;13;nd;3;10.1;0.7;4.59;43.9;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00555;Cork;Crookstown (BH3);143100;66200;IE_SW_G_0094_0500_0012;09/09/98;6.8;nd;nd;nd;54;0.016;0.022;11.70;-0.005;nd;nd;21;nd;15;12.2;3.1;5.50;31.9;-120;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00556;Wicklow;Bulford Farm;329188;207672;IE_EA_G_0036_3400_0004;10/09/98;7.5;nd;nd;nd;146;-0.010;nd;21.43;0.013;nd;nd;26;nd;25;18.8;2.1;12.00;93.9;52;3;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00557;Wicklow;Redcross;324720;183680;IE_EA_G_0076_3400_0010;10/09/98;6.8;nd;nd;nd;22;-0.010;nd;34.23;0.042;nd;nd;17;nd;5;17.0;0.7;6.10;14.3;49;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00558;Wicklow;Roundwood (Ashtown);318660;203350;IE_EA_G_0076_3400_0011;10/09/98;6.4;nd;nd;nd;23;-0.010;nd;20.01;0.006;nd;nd;11;nd;5;8.7;1.0;7.10;12.1;59;47;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00559;Wicklow;Kerry Foods - Shillelagh;299504;167627;IE_SE_G_0011_3400_0007;10/09/98;6.3;nd;nd;nd;29;-0.010;nd;25.99;0.045;nd;nd;23;nd;17;22.5;1.7;6.10;21.3;57;4;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00560;Offaly;Rhode RWSS AToberdaly WS;251738;231663;IE_SE_G_0049_2500_0012;10/09/98;7.4;12.50;nd;nd;164;-0.010;nd;12.91;0.011;nd;nd;11;nd;16;10.7;1.5;17.80;91.7;-10;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00561;Offaly;Walsh Island PWS (Coolagarry BH);252173;221093;IE_SE_G_0116_2500_0015;10/09/98;7.4;10.10;nd;nd;200;-0.010;nd;30.69;0.014;nd;nd;15;nd;16;10.1;1.1;17.60;117.0;-10;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00562;Clare;Ennis  Drumcliff ;132950;179000;IE_SH_G_0080_0300_0002;10/09/98;7.5;nd;nd;nd;95;0.033;-0.005;3.59;0.024;nd;nd;14;nd;6;9.4;3.8;2.92;59.9;2120;470;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00563;Offaly;Rahan Tully;227436;226609;IE_SH_G_0232_2500_0011;10/09/98;7.3;11.40;nd;nd;177;-0.010;nd;22.54;0.007;nd;nd;20;nd;15;11.6;1.9;15.70;117.7;10;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00564;Offaly;Rahan Tully;227436;226609;IE_SH_G_0232_2500_0011;10/09/98;7.3;9.90;nd;nd;165;-0.010;nd;23.19;0.005;nd;nd;18;nd;12;12.4;1.4;11.60;107.9;-10;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00565;Cork;Cloyne PWS;191880;67175;IE_SW_G_0028_0500_0009;10/09/98;7.5;nd;nd;nd;159;-0.005;-0.005;21.60;0.040;nd;nd;34;nd;19;18.2;1.6;7.16;91.7;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00566;Cork;Fermoy PWS;177756;98385;IE_SW_G_0037_0500_0015;10/09/98;7.3;nd;nd;nd;116;-0.005;-0.005;23.10;-0.005;nd;nd;20;nd;10;9.9;1.5;5.02;79.4;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00567;Cork;Mitchelstown PWS (South);181040;109989;IE_SW_G_0047_0500_0022;10/09/98;6.8;nd;nd;nd;68;-0.005;-0.005;25.20;-0.005;nd;nd;21;nd;7;10.9;1.4;4.79;51.5;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00568;Cork;Conna PWS;191887;93390;IE_SW_G_0074_0500_0011;10/09/98;7.4;nd;nd;nd;138;-0.005;-0.005;51.60;-0.005;nd;nd;14;nd;17;10.3;2.1;5.35;96.5;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00569;Cork;Shanballymore PWS (Doneraile);166242;107358;IE_SW_G_0082_0500_0024;10/09/98;7.3;nd;nd;nd;159;-0.005;-0.005;21.10;-0.005;nd;nd;21;nd;16;9.6;1.0;5.59;97.2;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00570;Clare;Ballyvaughan;122000;206300;IE_WE_G_0001_0300_0001;10/09/98;7.5;nd;nd;nd;137;0.006;-0.005;2.82;-0.005;nd;nd;9;nd;3;7.2;1.6;2.24;88.1;-120;-40;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00571;Roscommon;Ballinaguard Spring (Roscommon Central);187436;261878;IE_SH_G_0091_2600_0003;21/09/98;7.7;11.50;nd;nd;229;0.015;0.002;12.04;0.030;nd;nd;23;1.5;9;9.0;3.0;nd;nd;100;2;nd;9;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00572;Roscommon;Ballinlough;157368;274313;IE_SH_G_0225_2600_0004;21/09/98;7.2;15.10;nd;nd;212;-0.008;0.002;16.42;0.021;nd;nd;19;0.2;6;9.0;3.0;nd;nd;50;2;nd;5;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00573;Roscommon;Castlerea WS & Regional;169137;278323;IE_SH_G_0225_2600_0007;21/09/98;7.0;11.00;nd;nd;222;-0.008;0.002;4.55;0.031;nd;nd;15;0.2;6;8.0;2.0;nd;nd;50;2;nd;14;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00574;Roscommon;Killeglin (South Roscommon);188682;240445;IE_SH_G_0225_2600_0010;21/09/98;7.1;11.10;nd;nd;198;0.031;-0.002;19.08;0.011;nd;nd;22;0.6;10;9.0;4.0;nd;nd;100;2;nd;9;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00575;Roscommon;Mount Talbot;182031;252373;IE_SH_G_0225_2600_0012;21/09/98;7.1;10.80;nd;nd;222;-0.008;-0.002;13.90;0.011;nd;nd;19;1.3;10;8.0;2.0;nd;nd;300;2;nd;8;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00576;Roscommon;BoyleRockingham;184940;302873;IE_SH_G_0048_2600_0006;22/09/98;7.1;10.70;nd;nd;207;-0.008;-0.002;4.79;0.031;nd;nd;13;0.1;8;8.0;2.0;nd;nd;50;2;nd;10;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00577;Roscommon;Toberreeoge Spring (knockcroghery);193376;259773;IE_SH_G_0091_2600_0015;22/09/98;7.3;10.50;nd;nd;185;-0.008;-0.002;11.30;0.024;nd;nd;16;0.1;10;7.0;1.0;nd;nd;50;2;nd;4;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00578;Roscommon;Keadew;190582;311872;IE_SH_G_0105_2600_0009;22/09/98;7.5;10.30;nd;nd;144;-0.008;0.002;6.41;0.042;nd;nd;16;0.1;10;8.0;1.0;nd;nd;50;2;nd;6;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00579;Offaly;Edenderry  Kishawanny Bridge;264620;233420;IE_EA_G_0002_2500_0006;23/09/98;7.9;13.20;nd;nd;154;-0.010;nd;-0.04*;0.010;nd;nd;11;nd;27;14.8;1.2;18.30;82.4;9;37;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00580;Laois;Knocks;236944;200046;IE_SE_G_0047_1600_0007;23/09/98;7.5;14.20;nd;nd;95;-0.010;nd;10.14;0.005;nd;nd;10;nd;7;8.7;1.6;3.30;64.9;47;4;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00581;Laois;Durrow PWS (Fermoyle WS);242810;179106;IE_SE_G_0156_1600_0005;23/09/98;7.5;10.50;nd;nd;192;-0.010;nd;42.69;0.006;nd;nd;22;nd;22;11.3;2.3;21.40;128.6;8;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00582;Laois;Durrow PWS (Presentation Convent Well);240242;177519;IE_SE_G_0156_1600_0006;23/09/98;7.5;10.80;nd;nd;176;-0.010;nd;43.93;0.008;nd;nd;18;nd;15;10.4;2.2;16.50;118.4;159;3;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00583;Wicklow;Bulford Farm;329188;207672;IE_EA_G_0036_3400_0004;24/09/98;7.5;nd;nd;nd;146;-0.010;nd;21.48;0.012;nd;nd;21;nd;23;17.2;1.2;11.70;93.6;39;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00584;Laois;Swan WS;256387;182428;IE_SE_G_0104_1600_0013;24/09/98;7.8;11.30;nd;nd;138;0.131;nd;-0.04*;0.009;nd;nd;8;nd;32;27.0;4.1;26.80;45.4;321;167;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00585;Laois;Portlaoise WS (Meelick BH);247899;197078;IE_SE_G_0170_1600_0012;24/09/98;7.3;11.70;nd;nd;188;-0.010;nd;16.25;0.005;nd;nd;15;nd;41;11.3;2.6;16.00;127.7;18;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00586;Galway;Ballygar;176526;252951;IE_SH_G_0028_1200_0002;12/10/98;7.2;nd;nd;nd;237;-0.008;0.015;7.43;0.014;nd;nd;19;0.1;8;8.0;5.0;nd;nd;20;40;nd;12;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00587;Galway;Kilkerrin Moylough;164333;253943;IE_SH_G_0225_1200_0012;12/10/98;7.1;nd;nd;nd;249;-0.008;0.002;7.76;0.028;nd;nd;16;0.2;6;10.0;3.0;nd;nd;20;20;nd;2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00588;Galway;Mountbellew;166095;244819;IE_SH_G_0225_1200_0017;12/10/98;7.1;nd;nd;nd;242;-0.008;0.002;8.28;0.022;nd;nd;18;0.2;9;10.0;3.0;nd;nd;20;20;nd;2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00589;Galway;Kinvara;137500;208800;IE_WE_G_0002_1200_0014;12/10/98;7.5;nd;nd;nd;100;-0.008;0.002;3.55;0.021;nd;nd;16;0.1;7;10.0;2.0;nd;nd;220;30;nd;65;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00590;Sligo;Culfadda ;165618;312644;IE_WE_G_0037_2700_0002;12/10/98;7.3;10.50;nd;nd;203;-0.008;0.002;4.29;0.027;nd;nd;19;0.2;12;12.0;2.0;nd;nd;50;20;nd;6;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00591;Sligo;Tobernalt;171031;332883;IE_WE_G_0042_2700_0003;12/10/98;7.1;10.00;nd;nd;212;-0.008;0.002;11.29;0.095;nd;nd;18;0.2;9;12.0;2.0;nd;nd;50;20;nd;14;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00592;Galway;Kilchreest ;156500;214500;IE_WE_G_0093_1200_0011;12/10/98;7.0;nd;nd;nd;198;-0.008;-0.002;9.44;0.021;nd;nd;21;0.1;9;12.0;2.0;nd;nd;60;20;nd;6;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
