ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
6913;Mayo;Glencastle GC2Deep;76230;327570;;IE_WE_G_0057_2200_0026;26/09/11;8.3;10.7;0;-127;96;-0.026;-0.007;-0.36;-0.015;1.9;12;51;0.8;32;39;6.1;15.1;22.9;13;2;18;-5;-1;1;1;3;1.8;-0.1;3;81;-0.5;4.7;-0.05;-0.5;21.9;1440;nd;-0.5
6914;Mayo;Glencastle GC3Shallow;76420;327850;;IE_WE_G_0057_2200_0027;26/09/11;6.7;11.2;0;-100;145;0.133;-0.007;-0.36;-0.015;8.2;13;48;-0.2;22;30.2;3;28.9;38.9;1730;3260;18;5;-1;3;-1;199;0.8;-0.1;-0.5;42;-0.5;1.5;-0.05;1.8;-0.5;137;nd;-0.5
6915;Mayo;Glencastle GC3Transition;76420;327850;;IE_WE_G_0057_2200_0028;26/09/11;6.4;13;-0.1;-19;94;0.061;-0.007;-0.36;0.026;9.3;15;43;-0.2;21;28.3;6.8;22.7;29;1200;2370;15;11;-1;3;1;7;0.6;-0.1;-0.5;30;-0.5;0.4;-0.05;1.2;-0.5;124;nd;-0.5
6916;Mayo;Glencastle GC3Deep;76420;327850;;IE_WE_G_0057_2200_0029;26/09/11;7.2;11.1;0;-220;198;0.035;-0.007;-0.36;-0.015;6.7;12;55;-0.2;22;39.5;3.8;34.1;57.9;67;1830;28;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;66;-0.5;7.3;-0.05;-0.5;-0.5;186;nd;-0.5
6917;Mayo;Glencastle GC3Subsoil;76420;327850;;IE_WE_G_0057_2200_0030;26/09/11;6.3;13.3;0;-169;134;0.284;-0.007;-0.36;0.048;15.2;15;30;-0.2;11;20.2;5.5;15.6;42.9;13900;1110;13;39;1;2;5;7;1.9;-0.1;-0.5;72;-0.5;0.2;-0.05;1.5;-0.5;223;nd;-0.5
6918;Wicklow;Gormanstown USC;288651;203368;;IE_EA_G_0003_1400_0006;27/09/11;7;10.2;7;139;183;-0.026;-0.007;16.56;0.021;78.8;8;10;-0.2;7;7;1.1;6.59;115;-10;-1;-10;-5;-1;-1;30;24;-0.5;-0.1;-0.5;22;1.3;1.1;-0.05;-0.5;-0.5;197;nd;-0.5
6919;Wicklow;Baltinglass PWS (Tinoran);285398;188862;;IE_SE_G_0011_3400_0001;27/09/11;6;11.4;6;139;44;-0.026;-0.007;28.3;-0.015;18.3;17;17;-0.2;12;12.8;1.5;4.61;25.6;-10;-1;-10;-5;-1;2;12;116;2.9;0.1;-0.5;64;1.9;0.1;-0.05;-0.5;-0.5;92;nd;-0.5
6920;Kildare;Athy UDWS (Townparks BH);267944;194518;;IE_SE_G_0160_1400_0001;27/09/11;7.1;11;2;204;179;-0.026;-0.007;21.17;-0.015;74.4;7;44;0.2;29;18;1.3;23.9;99.9;47;3;26;7;-1;-1;5;25;-0.5;-0.1;-0.5;15;0.9;1.3;-0.05;0.8;-0.5;211;nd;-0.5
6921;Kildare;Lippstown/Narraghmore GWS;279809;198094;;IE_SE_G_0173_1400_0008;27/09/11;7;12.4;7;543;273;-0.026;-0.007;20.24;-0.015;95.7;9;17;-0.2;12;8.9;2.6;17.1;133;62;-1;25;-5;-1;1;59;53;-0.5;-0.1;-0.5;82;2.6;1.1;-0.05;-0.5;-0.5;200;nd;-0.5
6922;Galway;Ballygar;176525;252950;;IE_SH_G_0028_1200_0002;27/09/11;6.8;11.1;1;53;256;-0.026;0.023;6.79;-0.015;nd;6;15;-0.2;10;8.8;4.1;7.05;149;12;57;15;-5;-1;2;1;13;-0.5;0.1;-0.5;44;-0.5;0.7;-0.05;0.5;-0.5;246;nd;-0.5
6923;Longford;Newtown Cashel;203435;258272;;IE_SH_G_0091_2000_0001;27/09/11;7;10.7;5;162;203;-0.026;-0.007;13.06;-0.015;90;6;17;-0.2;11;8.7;1.4;20.1;115;18;-1;11;-5;-1;-1;-1;7;-0.5;-0.1;-0.5;16;-0.5;1.3;-0.05;-0.5;-0.5;161;nd;-0.5
6924;Roscommon;Ballinaguard Spring (Roscommon Central);187435;261877;;IE_SH_G_0091_2600_0003;27/09/11;6.9;10.6;4;69;220;-0.026;-0.007;9.34;-0.015;97.2;7;16;0.2;8;9.3;2.3;8.09;139;22;3;13;-5;-1;-1;1;58;-0.5;-0.1;-0.5;37;-0.5;0.9;-0.05;-0.5;-0.5;204;nd;-0.5
6925;Roscommon;Toberreeoge Spring (knockcroghery);193375;259772;;IE_SH_G_0091_2600_0015;27/09/11;7;10.4;4;127;201;-0.026;-0.007;11.07;0.016;81.4;6;14;-0.2;8;7.5;1.1;9.67;114;-10;-1;-10;-5;-1;-1;1;89;-0.5;-0.1;-0.5;12;-0.5;1.4;-0.05;-0.5;-0.5;190;nd;-0.5
6926;Roscommon;Killeglin (South Roscommon);188681;240444;;IE_SH_G_0225_2600_0010;27/09/11;7.1;10.7;2;36;165;-0.026;-0.007;8.72;-0.015;73.9;4;14;-0.2;8;7.2;2.6;9.11;90.8;81;4;10;-5;-1;1;1;66;-0.5;-0.1;-0.5;9;-0.5;0.7;-0.05;0.6;-0.5;106;nd;-0.5
6927;Roscommon;Mount Talbot;182030;252372;;IE_SH_G_0225_2600_0012;27/09/11;6.9;10.7;3;56;201;-0.026;-0.007;8.9;-0.015;97.5;7;13;-0.2;8;7.4;2.1;7.73;140;20;3;13;-5;-1;1;14;14;-0.5;-0.1;-0.5;19;-0.5;1.7;-0.05;-0.5;-0.5;178;nd;-0.5
6928;Monaghan;The Wood;267929;335904;;IE_NB_G_0012_2400_0008;28/09/11;7.3;11.8;2;-23;171;0.219;0.049;0.42;-0.015;68.1;11;16;0.4;19;20.2;2.3;19.5;72.1;699;167;60;-5;-1;1;2;3;3.2;-0.1;-0.5;129;-0.5;0.2;-0.05;-0.5;1.9;898;nd;-0.5
6929;Monaghan;Cappog Bridge;263825;335589;;IE_NB_G_0013_2400_0001;28/09/11;6.9;11.5;1;-10;203;0.146;-0.007;-0.36;-0.015;84.5;14;20;0.4;33;14.2;1.3;23.2;93.9;1150;56;48;-5;-1;-1;-1;3;1.7;0.1;-0.5;95;-0.5;0.3;-0.05;-0.5;0.9;1230;nd;-0.5
6930;Monaghan;Tydavnet (PWA);257259;340427;;IE_NB_G_0014_2400_0010;28/09/11;6.9;11.4;0;-165;210;0.217;-0.007;-0.36;-0.015;85.8;18;20;0.9;20;77.5;6.1;66.9;143;1250;177;291;-5;-1;3;7;54;0.9;-0.1;-0.5;73;0.8;0.3;-0.05;0.7;-0.5;6370;nd;-0.5
6931;Cavan;Miltown Well;234823;312195;;IE_NW_G_0063_0200_0004;28/09/11;6.9;12.3;1;8;185;0.227;-0.007;-0.36;-0.015;68.7;21;19;0.7;468;25.6;2.4;50.1;197;1290;21;223;-5;-1;-1;1;11;-0.5;-0.1;-0.5;118;-0.5;-0.1;-0.05;-0.5;-0.5;6440;nd;-0.5
6932;Monaghan;Cavanreagh BH1;248782;319833;;IE_NW_G_0063_2400_0002;28/09/11;7;12.2;2;44;210;0.055;-0.007;-0.36;-0.015;87.3;15;14;0.2;100;17.9;1.5;42.7;87.2;82;189;63;-5;-1;-1;20;52;0.9;-0.1;-0.5;61;0.8;0.4;-0.05;-0.5;-0.5;1600;nd;-0.5
6933;Mayo;Glencastle GC1Shallow;76190;327250;;IE_WE_G_0057_2200_0021;28/09/11;5.8;11.8;6;99;30;-0.026;-0.007;1.68;0.026;13.2;15;42;-0.2;46;29.3;3.7;8.85;13.8;-10;9;13;6;-1;3;2;39;-0.5;0.5;-0.5;26;-0.5;0.5;-0.05;-0.5;-0.5;73;nd;-0.5
6934;Mayo;Glencastle GC1Deep;76190;327250;;IE_WE_G_0057_2200_0023;28/09/11;6.4;14.5;0;-39;84;-0.026;0.01;0.56;-0.015;36.6;16;54;0.3;80;39.4;5;13.9;51.2;42;172;12;-5;-1;1;3;43;-0.5;-0.1;-0.5;33;-0.5;2.9;-0.05;0.6;3.7;192;nd;-0.5
6935;Mayo;Glencastle GC2Transition;76230;327570;;IE_WE_G_0057_2200_0025;28/09/11;6.7;12;-0.1;-212;92;0.18;-0.007;-0.36;0.021;47.6;18;53;-0.2;18;26.6;3.2;8.88;58.2;304;3210;-10;-5;-1;2;-1;5;-0.5;-0.1;-0.5;65;-0.5;0.3;-0.05;0.7;2.2;126;nd;-0.5
6936;Mayo;Glencastle GC2Subsoil;76230;327570;;IE_WE_G_0057_2200_0031;28/09/11;5.8;12.4;0;-179;44;0.24;-0.007;-0.36;0.385;19.1;18;56;-0.2;11;29.2;1.5;5.03;6.1;22900;657;-10;62;1;2;-1;10;2.6;-0.1;-0.5;30;-0.5;-0.1;-0.05;3;-0.5;41;nd;-0.5
6937;Mayo;Glencastle SW1;76403;327888;;IE_WE_G_0057_2200_0032;28/09/11;7.3;14.7;11;-208;20;-0.026;-0.007;-0.36;-0.015;17.9;5;32;-0.2;17;17.7;1.4;5.22;7.2;491;44;11;44;-1;1;-1;4;-0.5;-0.1;-0.5;7;-0.5;0.3;-0.05;-0.5;-0.5;37;nd;-0.5
6938;Mayo;Drum Binghamstown;67354;331737;;IE_WE_G_0065_2200_0010;28/09/11;7.5;11.9;6;-208;171;0.185;0.03;1.24;0.037;70.1;4;54;0.2;13;33.1;3.3;8.31;90.5;39;15;25;-5;-1;-1;-1;7;0.6;-0.1;-0.5;9;-0.5;0.2;-0.05;-0.5;0.6;728;nd;-0.5
6939;Louth;Carlingford;319252;310896;;IE_NB_G_0015_2100_0003;29/09/11;7.2;11.4;9;174;133;-0.026;-0.007;8.95;-0.015;57;10;21;-0.2;14;11.5;1.5;8.13;71.8;-10;-1;24;-5;-1;-1;7;23;-0.5;-0.1;-0.5;23;-0.5;0.4;-0.05;-0.5;-0.5;394;nd;-0.5
6940;Monaghan;Monanny;284131;305452;;IE_NB_G_0016_2400_0006;29/09/11;7.1;11.7;3;140;142;-0.026;-0.007;11.74;-0.015;60.3;14;20;-0.2;13;14.5;2;8.27;80.5;-10;5;19;-5;-1;1;12;49;-0.5;-0.1;-0.5;68;-0.5;0.9;-0.05;-0.5;-0.5;129;nd;-0.5
6941;Monaghan;Spring Lake;286001;303727;;IE_NB_G_0016_2400_0007;29/09/11;7.2;10.7;3;149;183;-0.026;-0.007;7.26;-0.015;74.3;9;18;0.2;13;35.8;1.8;13.5;71;-10;7;58;-5;-1;-1;5;94;2;-0.1;1.6;153;-0.5;1.5;-0.05;-0.5;1;189;nd;-0.5
6942;Meath;Kilmainhamwood;277851;289335;;IE_NB_G_0019_2300_0007;29/09/11;7.1;11.7;2;127;128;-0.026;-0.007;5.4;nd;3.3;10;12;-0.2;13;9.3;1.2;21.3;44.6;-10;12;-10;-5;-1;-1;4;5;-0.5;-0.1;-0.5;94;-0.5;0.5;-0.05;-0.5;-0.5;107;nd;-0.5
6943;Louth;Ardtullybeg;319577;306271;;IE_NB_G_0024_2100_0001;29/09/11;7.1;11.4;10;159;183;-0.026;-0.007;25.02;-0.015;74.6;17;27;-0.2;21;14.5;2;10.4;104;-10;-1;32;-5;-1;-1;13;39;-0.5;-0.1;-0.5;18;-0.5;0.7;-0.05;-0.5;-0.5;345;nd;-0.5
6944;Louth;Collon;300232;281683;;IE_EA_G_0010_2100_0004;03/10/11;6.7;10.9;2;142;101;-0.026;-0.007;21.26;-0.015;41.8;14;28;-0.2;22;14.2;8.7;13.2;51.6;-10;-1;21;-5;-1;-1;9;51;-0.5;-0.1;-0.5;185;1.5;0.3;-0.05;-0.5;-0.5;189;nd;-0.5
6945;Louth;Sheepgrange;301927;277503;;IE_EA_G_0010_2100_0008;03/10/11;7.3;11.3;3;127;123;-0.026;-0.007;46.23;0.016;50.3;11;26;-0.2;17;14.5;1;13.4;77.2;-10;-1;13;-5;-1;-1;1;11;-0.5;-0.1;-0.5;36;-0.5;0.5;-0.05;-0.5;-0.5;167;nd;-0.5
6946;Louth;Tullyallen;302126;277842;;IE_EA_G_0010_2100_0009;03/10/11;7.2;12.3;2;135;141;-0.026;-0.007;28.21;-0.015;57.6;13;33;-0.2;23;17.4;1.1;22.7;69.7;-10;-1;20;-5;-1;-1;17;35;-0.5;-0.1;-0.5;18;1.9;0.9;-0.05;-0.5;-0.5;210;nd;-0.5
6947;Louth;Ballymakenny;309129;277111;;IE_EA_G_0025_2100_0002;03/10/11;7.2;12;2;177;150;0.03;-0.007;5.85;0.042;62.5;10;22;-0.2;19;17.6;1.5;10.7;84.1;-10;14;30;-5;-1;1;1;19;1;8.6;-0.5;15;-0.5;2.9;-0.05;-0.5;-0.5;195;nd;-0.5
6948;Louth;Drybridge;306127;276045;;IE_EA_G_0025_2100_0005;03/10/11;7;10.8;5;133;144;-0.026;-0.007;19.71;0.03;61.3;9;42;-0.2;17;24;3.3;9.77;89.4;-10;-1;18;-5;-1;-1;2;9;-0.5;-0.1;-0.5;34;-0.5;0.6;-0.05;-0.5;-0.5;161;nd;-0.5
6949;Donegal;Parkhill (Ballyshannon);189321;363851;;IE_NW_G_0072_0600_0003;03/10/11;7.2;12.5;7;183;203;-0.026;-0.007;8.64;-0.015;82.4;5;24;-0.2;11;15.6;2.3;24.1;96.9;-10;7;14;-5;-1;-1;31;83;-0.5;-0.1;-0.5;56;-0.5;1;-0.05;-0.5;-0.5;175;nd;-0.5
6950;Tipperary South;Ironmills WS;191468;146927;;IE_SE_G_0131_3700_0009;03/10/11;7;11.1;4;633;166;0.043;-0.007;13.91;-0.015;61;7;17;0.2;7;10.6;1.8;11.2;82.3;12;-1;13;-5;-1;-1;9;20;-0.5;-0.1;-0.5;599;0.5;1;-0.05;-0.5;-0.5;145;nd;-0.5
6951;Tipperary South;Tipperary Coop Ltd;188799;135500;;IE_SE_G_0131_3700_0011;03/10/11;6.9;11.5;15;184;185;0.051;-0.007;12.93;-0.015;75.4;9;25;-0.2;18;17.7;2.6;18.1;98.2;-10;-1;23;-5;-1;1;1;17;-0.5;-0.1;0.7;100;0.6;0.7;-0.05;-0.5;-0.5;182;nd;-0.5
6952;Limerick;Pallasgreen;176753;144556;;IE_SH_G_0129_3600_0020;03/10/11;7.1;11.1;4;265;193;0.038;-0.007;16.78;-0.015;76.7;12;21;-0.2;15;15;2.7;22.4;95.1;-10;-1;20;-5;-1;-1;10;19;-0.5;-0.1;-0.5;174;-0.5;0.4;-0.05;-0.5;-0.5;420;nd;-0.5
6953;Limerick;Doon;181429;150645;;IE_SH_G_0213_3600_0008;03/10/11;7.2;11.3;5;295;126;0.057;-0.007;21.88;-0.015;56.3;8;19;-0.2;11;11.2;1.3;11.8;81.8;96;1;15;21;-1;-1;1;9;-0.5;-0.1;-0.5;386;-0.5;0.4;-0.05;-0.5;-0.5;115;nd;-0.5
6954;Leitrim;Manorhamilton;183683;338569;;IE_WE_G_0042_1700_0003;03/10/11;7.6;11.1;9;12;156;-0.026;-0.007;2.17;-0.015;67.6;2;8;-0.2;4;6.1;1;8.85;89.4;-10;2;-10;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;8;-0.5;-0.1;-0.05;-0.5;-0.5;82;nd;-0.5
6955;Sligo;Calry;175861;338344;;IE_WE_G_0042_2700_0001;03/10/11;7.2;10.2;11;92;145;-0.026;-0.007;1.95;-0.015;65.2;4;11;-0.2;6;8.2;0.5;6.75;85.4;-10;-1;-10;6;-1;-1;-1;4;-0.5;-0.1;-0.5;12;-0.5;0.3;-0.05;-0.5;-0.5;477;nd;-0.5
6956;Sligo;Tobernalt;171030;332881;;IE_WE_G_0042_2700_0003;03/10/11;6.9;10.3;8;35;185;-0.026;-0.007;11.07;0.046;80.2;6;16;0.2;10;11.6;2;8.4;116;-10;-1;15;-5;1;1;1;4;-0.5;-0.1;-0.5;14;-0.5;1;-0.05;-0.5;-0.5;301;nd;-0.5
6957;Leitrim;Kinlough/Tullaghan;183022;348241;;IE_WE_G_0060_1700_0002;03/10/11;7.5;9.6;9;125;71;-0.026;-0.007;1.51;-0.015;30.9;3;10;-0.2;4;6.7;0.4;2.36;40.6;17;-1;-10;6;-1;-1;1;7;-0.5;-0.1;-0.5;36;-0.5;0.3;-0.05;-0.5;-0.5;254;nd;-0.5
6958;Meath;Dunshaughlin Bore (College Park);296611;252259;;IE_EA_G_0002_2300_0002;04/10/11;6.9;11.9;1;-4;185;0.032;-0.007;-0.36;-0.015;68.3;7;19;0.3;68;11.2;1.5;9.44;138;885;155;24;-5;-1;4;16;70;2.2;-0.1;-0.5;110;-0.5;3.1;-0.05;0.7;2.9;902;nd;-0.5
6959;Meath;Killmessan (Swainstown);289091;257282;;IE_EA_G_0002_2300_0006;04/10/11;7;11.4;3;67;184;0.028;-0.007;1.15;-0.015;72.7;10;21;0.6;57;20.2;1.5;22.7;110;106;64;52;-5;-1;2;5;15;-0.5;-0.1;-0.5;45;-0.5;1.3;-0.05;-0.5;0.5;2480;nd;-0.5
6960;Meath;Trim Waterworks;282885;255978;;IE_EA_G_0002_2300_0011;04/10/11;6.8;11.1;1;-6;171;0.074;-0.007;-0.36;0.021;69.7;8;16;0.4;20;14.5;1;15;96.5;874;122;27;27;-1;10;2;48;-0.5;0.3;-0.5;31;1.3;0.5;-0.05;0.9;0.8;459;nd;-0.5
6961;Dublin;Bog of the Ring  PW3;317427;260377;;IE_EA_G_0014_0900_0008;04/10/11;7.3;12.6;5;-19;198;0.134;-0.007;-0.36;0.017;-1.5;10;28;0.3;208;28;3.8;31.3;147;893;508;49;-5;-1;11;-1;126;7;-0.1;-0.5;37;-0.5;3.7;-0.05;1.4;3.3;1010;nd;-0.5
6962;Meath;Curragha PW1;303369;255734;;IE_EA_G_0014_2300_0001;04/10/11;7;12.3;3;3;200;0.086;-0.007;-0.36;-0.015;68.8;8;22;0.3;87;12.4;1.5;12.6;139;1280;329;23;-5;-1;6;4;81;3.4;-0.1;-0.5;73;-0.5;1;-0.05;1;2;732;nd;-0.5
6963;Meath;Kiltrough PWS;311144;272937;;IE_EA_G_0016_2300_0009;04/10/11;7;11.6;1;84;177;-0.026;-0.007;5.18;-0.015;3;9;26;0.2;24;15.7;2.6;14.2;105;11;10;20;-5;-1;16;1;40;-0.5;-0.1;-0.5;6;0.6;2;-0.05;3;0.5;349;nd;-0.5
6964;Donegal;Pettigo;210538;368362;;IE_NW_G_0011_0600_0004;04/10/11;7.2;10.6;5;78;224;0.027;-0.007;-0.36;-0.015;83.7;14;25;-0.2;36;11.8;4.2;43.8;87.6;13;27;12;-5;-1;9;48;50;3.2;-0.1;2.6;38;-0.5;1.3;-0.05;2.3;0.8;200;nd;-0.5
6965;Donegal;Gortinlieve GO1Deep;235710;417580;;IE_NW_G_0051_0600_0007;04/10/11;7;9.2;0;-34;171;0.06;-0.007;-0.36;-0.015;69.5;19;39;-0.2;10;21.1;1.4;5.45;92.2;1290;2840;-10;-5;-1;1;-1;240;-0.5;-0.1;-0.5;139;-0.5;2.7;-0.05;-0.5;-0.5;550;nd;-0.5
6966;Donegal;Gortinlieve GO1Shallow;235710;417580;;IE_NW_G_0051_0600_0008;04/10/11;6.4;10.8;0;0;61;0.147;-0.007;-0.36;-0.015;27;14;21;-0.2;8;14.8;0.9;1.27;30.2;3310;2210;-10;8;-1;5;7;94;-0.5;0.2;-0.5;102;-0.5;0.2;-0.05;3.4;-0.5;237;nd;-0.5
6967;Donegal;Gortinlieve GO1Transition;235710;417580;;IE_NW_G_0051_0600_0009;04/10/11;5.4;11.8;6;159;18;0.062;-0.007;0.93;-0.015;12.2;3;21;-0.2;6;12.5;1.1;1.96;14.6;1440;68;-10;252;-1;3;3;4;-0.5;-0.1;-0.5;9;-0.5;-0.1;-0.05;1.4;-0.5;41;nd;-0.5
6968;Donegal;Gortinlieve GO2Deep;235920;417090;;IE_NW_G_0051_0600_0010;04/10/11;7;10.2;0;111;106;-0.026;0.016;7.37;-0.015;37.2;12;29;0.2;21;18.3;1.9;10.2;46.8;-10;1120;11;-5;-1;-1;5;11;-0.5;-0.1;-0.5;12;-0.5;1.7;-0.05;-0.5;-0.5;116;nd;-0.5
6969;Donegal;Gortinlieve GO2Shallow;235920;417090;;IE_NW_G_0051_0600_0012;04/10/11;6.9;10.1;-0.1;86;171;0.045;-0.007;-0.36;-0.015;61;12;34;-0.2;25;16.5;2.3;9.76;84.9;35;2670;26;-5;-1;-1;6;11;-0.5;-0.1;-0.5;6;0.8;0.9;-0.05;4.7;-0.5;142;nd;-0.5
6970;Donegal;Gortinlieve GO2Transition;235920;417090;;IE_NW_G_0051_0600_0013;04/10/11;6;11.7;1;136;58;-0.026;0.026;3.02;-0.015;25.3;6;15;-0.2;28;12.5;2.7;4.26;34.9;41;22;40;5;-1;1;2;5;-0.5;-0.1;-0.5;10;-0.5;0.2;-0.05;-0.5;-0.5;153;nd;-0.5
6971;Donegal;Gortinlieve GO3Deep;236140;416680;;IE_NW_G_0051_0600_0014;04/10/11;7.6;10.3;-0.1;-40;126;0.053;-0.007;0.89;-0.015;48.1;3;20;0.2;18;17.8;0.7;13.8;55;36;283;-10;-5;-1;-1;5;4;-0.5;-0.1;-0.5;24;0.6;2.4;-0.05;-0.5;-0.5;194;nd;-0.5
6972;Donegal;Gortinlieve GO3Shallow;236140;416680;;IE_NW_G_0051_0600_0015;04/10/11;7.6;11.5;1;25;132;-0.026;-0.007;-0.36;-0.015;53.1;14;23;-0.2;19;17.9;1.6;15.5;60.5;25;484;11;-5;-1;-1;-1;10;1.9;-0.1;-0.5;18;-0.5;1.6;-0.05;-0.5;-0.5;215;nd;-0.5
6973;Donegal;Gortinlieve GO3Transition;236140;416680;;IE_NW_G_0051_0600_0016;04/10/11;7.2;10;-0.1;22;159;-0.026;-0.007;-0.36;-0.015;65.2;15;26;-0.2;19;17.2;1;19;74.7;34;617;11;-5;-1;-1;2;2;0.9;-0.1;-0.5;16;-0.5;2.1;-0.05;0.7;-0.5;256;nd;-0.5
6974;Donegal;Gortinlieve GO3Subsoil;236140;416680;;IE_NW_G_0051_0600_0017;04/10/11;5.8;11.7;0;74;67;0.195;-0.007;-0.36;-0.015;39.8;12;23;-0.2;41;14.3;2;3.67;43.5;2000;482;12;160;-1;4;4;8;0.8;-0.1;-0.5;16;-0.5;0.2;-0.05;3.9;-0.5;164;nd;-0.5
6975;Donegal;Gortinlieve SW1;236201;416761;;IE_NW_G_0051_0600_0018;04/10/11;7.1;11.3;10;38;49;0.167;0.398;12.75;0.225;24.1;6;21;-0.2;12;13.1;3.7;5.16;27.7;59;17;13;12;-1;1;2;33;-0.5;-0.1;-0.5;8;-0.5;0.4;-0.05;-0.5;-0.5;141;nd;-0.5
6976;Limerick;Bruree BH;154670;130510;;IE_SH_G_0046_3600_0003;04/10/11;7;11.9;3;201;176;-0.026;-0.007;12.67;0.018;68.4;8;29;-0.2;14;18.5;3.5;14.3;98.5;10;-1;21;-5;-1;-1;1;6;0.6;-0.1;-0.5;72;3.7;0.9;-0.05;-0.5;-0.5;174;nd;-0.5
6977;Limerick;Croom;156763;141202;;IE_SH_G_0084_3600_0007;04/10/11;7;11.3;4;196;215;-0.026;-0.007;14.57;-0.015;78.3;6;29;-0.2;23;16.2;2.8;25.7;119;18;-1;21;-5;-1;-1;11;37;-0.5;-0.1;-0.5;15;0.7;0.6;-0.05;-0.5;-0.5;328;nd;-0.5
6978;Limerick;Fedamore;159312;144515;;IE_SH_G_0084_3600_0010;04/10/11;6.9;11.3;4;196;244;-0.026;-0.007;15.94;-0.015;86.8;7;33;-0.2;23;19.8;3.4;24.9;127;-10;-1;15;8;-1;-1;4;28;0.6;-0.1;-0.5;35;1.6;1;0.19;-0.5;-0.5;211;nd;-0.5
6979;Limerick;Bruff (Moloney's Field);162620;136820;;IE_SH_G_0107_3600_0002;04/10/11;6.9;11.5;3;223;232;-0.026;0.023;18.3;-0.015;89.9;9;33;0.2;26;19.9;4.3;13.1;142;-10;-1;44;-5;-1;-1;2;11;-0.5;-0.1;-0.5;25;-0.5;0.8;-0.05;-0.5;-0.5;338;nd;-0.5
6980;Cork;Charleville WS (BH 3);153061;114603;;IE_SW_G_0082_0500_0008;04/10/11;6.6;12;6;213;127;-0.026;-0.007;13.06;0.05;51.1;13;21;-0.2;7;12.1;3.8;10.4;66.7;-10;-1;11;-5;-1;-1;2;10;-0.5;-0.1;-0.5;164;-0.5;1.2;-0.05;-0.5;-0.5;105;nd;-0.5
6981;Meath;Mattock MK1Deep;301590;280320;;IE_EA_G_0010_2300_0012;05/10/11;7.6;10.9;2;-48;116;-0.026;-0.007;-0.36;-0.015;4.9;18;14;0.2;9;12.5;1.2;16.5;44.4;141;43;-10;-5;-1;-1;-1;7;75.9;-0.1;-0.5;11;-0.5;0.6;-0.05;-0.5;2.4;105;nd;-0.5
6982;Meath;Mattock MK1Shallow;301591;280319;;IE_EA_G_0010_2300_0013;05/10/11;7.1;12;2;105;107;-0.026;-0.007;-0.36;-0.015;4.3;16;23;0.2;10;13.7;6.8;12;46.6;-10;467;11;-5;-1;3;-1;7;2.6;-0.1;1.8;7;-0.5;0.4;-0.05;-0.5;1.1;101;nd;-0.5
6983;Meath;Mattock MK1Subsoil;301590;280321;;IE_EA_G_0010_2300_0014;05/10/11;6.6;12.4;4;118;113;0.173;0.049;16.72;0.022;8.7;7;13;-0.2;26;11.8;7.9;4.78;58;34;19;19;12;-1;1;2;11;0.7;-0.1;-0.5;69;-0.5;0.2;-0.05;-0.5;-0.5;132;nd;-0.5
6984;Meath;Mattock MK2Deep;301810;280410;;IE_EA_G_0010_2300_0015;05/10/11;7.7;11.3;4;57;106;-0.026;-0.007;21.12;-0.015;5.4;12;14;-0.2;6;13.3;2.4;18.7;41.4;-10;1;11;-5;-1;-1;2;12;0.5;-0.1;-0.5;19;-0.5;0.6;-0.05;-0.5;-0.5;143;nd;-0.5
6985;Meath;Mattock MK3Deep;301983;280640;;IE_EA_G_0010_2300_0017;05/10/11;11.7;13.9;2;29;79;0.082;0.352;0.54;-0.015;2.1;3;16;-0.2;15;25.4;29.8;0.37;24;-10;-1;-10;-5;1;-1;1;6;-0.5;-0.1;-0.5;38;-0.5;-0.1;-0.05;-0.5;2.5;241;nd;-0.5
6986;Meath;Mattock MK3Shallow;301983;280640;;IE_EA_G_0010_2300_0018;05/10/11;11.7;12.2;6;-16;87;0.119;0.03;-0.36;-0.015;2.2;1;63;-0.2;10;18.1;8.2;0.73;62.9;-10;-1;-10;-5;1;-1;1;7;-0.5;-0.1;-0.5;72;-0.5;-0.1;-0.05;-0.5;0.7;414;nd;-0.5
6987;Meath;Mattock MK3Subsoil1;301983;280640;;IE_EA_G_0010_2300_0019;05/10/11;7.4;11.4;3;29;155;-0.026;-0.007;-0.36;0.026;6.9;12;17;-0.2;17;12.3;4.7;12;82;-10;705;12;-5;-1;-1;1;8;0.6;0.1;-0.5;314;-0.5;0.9;-0.05;-0.5;-0.5;201;nd;-0.5
6988;Meath;Mattock SW1;301841;280771;;IE_EA_G_0010_2300_0021;05/10/11;7.6;13.7;9;86;65;0.031;0.03;11.61;0.098;9.7;9;21;-0.2;17;11.8;4.7;7.42;38.1;59;23;16;9;-1;1;2;4;1.1;-0.1;-0.5;81;-0.5;0.2;-0.05;-0.5;-0.5;104;nd;-0.5
6989;Donegal;Culdaff;253877;448655;;IE_NW_G_0050_0600_0001;05/10/11;7.2;11.1;4;53;200;-0.026;-0.007;6.86;-0.015;8.9;9;38;-0.2;36;21.8;3;27.1;98.4;-10;-1;16;-5;-1;-1;2;7;-0.5;-0.1;-0.5;-1;-0.5;2.2;-0.05;-0.5;-0.5;777;nd;-0.5
